pathway_id	pathway_name	sample_id	condition	abundance_rna	abundance_dna	log2fc	p_value	padj	direction
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	141.6397769743	1479.60800095227	-1.5295498045766385	0.22542396243783272	0.5025550622312621	down
DAPLYSINESYN-PWY	L-lysine biosynthesis I	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	28.709127631199998	1050.3463860885502	-2.7531392918600406	0.3739009663000589	0.5025550622312621	down
DTDPRHAMSYN-PWY	dTDP-&beta;-L-rhamnose biosynthesis	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	106.9179106699	1113.70865180056	-3.809418499794388	0.09976617866337001	0.5025550622312621	down
FAO-PWY	fatty acid &beta;-oxidation I (generic)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	96.713672512	1906.34738925538	-1.0281313548750577	0.6307962963595826	0.726723843732238	down
FASYN-INITIAL-PWY	superpathway of fatty acid biosynthesis initiation (E. coli)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	11.4204241445	278.79477968484	-1.7154913928443278	0.373900966300059	0.5025550622312621	down
FERMENTATION-PWY	mixed acid fermentation	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	207.69607910669998	1580.57899810369	-1.0575378681247913	0.44027507329387344	0.5703044990853283	down
GLUCONEO-PWY	gluconeogenesis I	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	124.6081215784	1617.55394459668	-1.761874118550172	0.2428293139182543	0.5025550622312621	down
GLUTORN-PWY	L-ornithine biosynthesis I	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	86.1480701127	1523.4700413279	-0.9340950460264565	0.49000309481224114	0.6018862204236534	down
GLYCOCAT-PWY	glycogen degradation I	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	38.5263167635	450.96673409235	-3.6360403434306012	0.2105724684313966	0.5025550622312621	down
GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	67.6637534189	908.96202245768	-1.4825648716849313	0.18693454403517623	0.5025550622312621	down
GLYCOLYSIS-E-D	superpathway of glycolysis and the Entner-Doudoroff pathway	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	48.90437315	987.7316693436402	-3.4304023205823846	0.373900966300059	0.5025550622312621	down
GLYCOLYSIS-TCA-GLYOX-BYPASS	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	91.47579518209999	1135.88680734632	-4.270167029935687	0.373900966300059	0.5025550622312621	down
GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	113.1647988725	1510.3275073664201	-2.979632622393318	0.16757092399414303	0.5025550622312621	down
GOLPDLCAT-PWY	superpathway of glycerol degradation to 1,3-propanediol	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	0.0	97.82666228574	3.1286889774059428	0.09044552321550253	0.5025550622312621	up
HEME-BIOSYNTHESIS-II-1	heme b biosynthesis V (aerobic)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	94.1412281883	736.48132281706	-3.295157522706315	0.2462189700356687	0.5025550622312621	down
HEME-BIOSYNTHESIS-II	heme b biosynthesis I (aerobic)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	106.6217928717	896.7480404776601	-2.7842462245542796	0.2696474636299653	0.5025550622312621	down
HISDEG-PWY	L-histidine degradation I	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	26.4322731145	1066.0862685034	-0.7153781697454118	0.5952403409463262	0.701172714542565	down
HISTSYN-PWY	L-histidine biosynthesis	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	78.7758007135	1691.02385346907	-2.0040345950246556	0.38735157395651737	0.5150951781336667	down
HSERMETANA-PWY	L-methionine biosynthesis III	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	90.8702391671	2222.6533974297004	-0.2854149560721236	0.7166745628260182	0.7789940900282806	ns
ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	223.5837292786	2719.32928466683	-0.21528134619379483	0.744819777530666	0.7957476255669508	ns
NONMEVIPP-PWY	methylerythritol phosphate pathway I	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	76.438770305	871.8938694594599	-2.8686743801269947	0.13726462050376756	0.5025550622312621	down
NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch) I	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	82.85630082670001	507.10649952503	-1.7518380898697916	0.044580790778077535	0.5025550622312621	down
ORNDEG-PWY	superpathway of ornithine degradation	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	0.0		0.5952943593236331	0.6494704362534103	0.7341376939474497	up
P105-PWY	TCA cycle IV (2-oxoglutarate decarboxylase)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	96.3599433396	1207.6127793445698	-0.4340674727586848	0.6003273517801764	0.7013169997431967	ns
P108-PWY	pyruvate fermentation to propanoate I	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	60.161845862700005	847.8375848257799	-1.8754745730328815	0.39669041592909365	0.524722772392981	down
P124-PWY	Bifidobacterium shunt	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	49.1515016924	217.48309478244	-3.437001346220277	0.373900966300059	0.5025550622312621	down
P161-PWY	acetylene degradation (anaerobic)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	39.977180361900004	549.76641538205	-1.3935132336953613	0.20489571587500327	0.5025550622312621	down
P185-PWY	formaldehyde assimilation III (dihydroxyacetone cycle)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	61.8271259704	352.77591730015	-4.068045978179151	0.258242450212998	0.5025550622312621	down
P23-PWY	reductive TCA cycle I	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	122.46848769639999	1194.31505764695	-1.9574821888362621	0.24021801864785947	0.5025550622312621	down
P42-PWY	incomplete reductive TCA cycle	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	181.3455639046	1913.5619658149499	0.07659667653065097	0.9119896860791477	0.923066483885777	ns
PANTO-PWY	phosphopantothenate biosynthesis I	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	35.1401874899	1059.29295232443	-0.6295503517200065	0.4868869148540103	0.6018862204236534	down
PANTOSYN-PWY	superpathway of coenzyme A biosynthesis I (bacteria)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	52.262282114799994	1023.1461699786502	-0.6251286737313639	0.5348651112295647	0.6459723565574453	down
PENTOSE-P-PWY	pentose phosphate pathway	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	73.9071498779	530.72126098695	-3.078554823327702	0.04349958221183999	0.5025550622312621	down
PEPTIDOGLYCANSYN-PWY	peptidoglycan biosynthesis I (meso-diaminopimelate containing)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	54.6014755365	541.56566595044	-3.89933763759185	0.25845741195720967	0.5025550622312621	down
PHOTOALL-PWY	oxygenic photosynthesis	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	83.95306079619999	429.57753133305994	-2.7155320260941025	0.04174540747540766	0.5025550622312621	down
POLYAMSYN-PWY	superpathway of polyamine biosynthesis I	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	16.0781102403	45.63049952773	-2.0757455278309416	0.373900966300059	0.5025550622312621	down
POLYISOPRENSYN-PWY	polyisoprenoid biosynthesis (E. coli)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	104.4256913704	2208.5650729385698	-0.32673178195454894	0.7514477157495393	0.7994124635633397	ns
PPGPPMET-PWY	ppGpp metabolism	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	92.20105132270001	394.2350282977201	-1.5148020548463257	0.2633646390367941	0.5025550622312621	down
PWY-101	photosynthesis light reactions	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	240.2568338845	1211.66730514141	-2.7168721845355526	0.0012307614066263137	0.30769035165657843	down
PWY-1042	glycolysis IV	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	80.6230333278	1514.77207607922	-1.7418322324436826	0.3309343931944942	0.5025550622312621	down
PWY-1269	CMP-3-deoxy-D-manno-octulosonate biosynthesis	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	0.0	52.82385248004	-1.3009248347824616	0.373900966300059	0.5025550622312621	down
PWY-1422	vitamin E biosynthesis (tocopherols)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	34.7710297937	65.68688626916001	-2.991717918417441	0.373900966300059	0.5025550622312621	down
PWY-181	photorespiration	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	59.6025212104	156.83377645886003	-3.69159046935827	0.3739009663000589	0.5025550622312621	down
PWY-2201	folate transformations I	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	89.5095891233	855.7646134266499	-2.1978745626862617	0.4591438840832199	0.5739298551040248	down
PWY-2221	Entner-Doudoroff pathway III (semi-phosphorylative)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	215.78034542700001	2252.65598129527	-2.052829915478932	0.30364901791586263	0.5025550622312621	down
PWY-241	C4 photosynthetic carbon assimilation cycle, NADP-ME type	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	0.0	26.345286474979996	1.509328207353572	0.373900966300059	0.5025550622312621	up
PWY-2941	L-lysine biosynthesis II	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	77.58980784810001	1025.8162687879599	-2.444197299057672	0.43604345744129985	0.5677649185433592	down
PWY-3001	superpathway of L-isoleucine biosynthesis I	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	114.35709724520001	2042.9742814950102	-1.4706821836404453	0.27031210064859484	0.5025550622312621	down
PWY-3781	aerobic respiration I (cytochrome c)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	1024.7240707782	677.3409965254	-1.6604282014083585	0.15227756878845702	0.5025550622312621	down
PWY-3841	folate transformations II (plants)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	153.6165482084	2049.2101777339603	-1.4161721427631824	0.2532686720230167	0.5025550622312621	down
PWY-4984	urea cycle	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	64.2761078611	1608.71046273654	-1.7405628173043821	0.2616745593298147	0.5025550622312621	down
PWY-5097	L-lysine biosynthesis VI	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	30.0216984775	1088.56857532793	-3.385911944628034	0.19797636371105734	0.5025550622312621	down
PWY-5101	L-isoleucine biosynthesis II	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	140.9094742884	725.07407633805	-4.106513793383642	0.2650187524249891	0.5025550622312621	down
PWY-5103	L-isoleucine biosynthesis III	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	191.9372950782	2538.3897573566	-0.24205146955940787	0.7247165052098601	0.7843252220885931	ns
PWY-5121	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	80.757071858	989.95276675935	-2.347467080058398	0.27619905157065816	0.5025550622312621	down
PWY-5130	2-oxobutanoate degradation I	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	76.4042292113	1325.46489026089	-0.9070167574553254	0.5973991527902653	0.701172714542565	down
PWY-5136	fatty acid &beta;-oxidation II (plant peroxisome)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	145.0874504297	3063.50997830108	0.06390844970406581	0.9522826608549088	0.9561070892117558	ns
PWY-5138	fatty acid &beta;-oxidation IV (unsaturated, even number)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	63.4320381553	1245.07995746405	-0.7454230853000194	0.6989732858893134	0.7630712728049273	down
PWY-5154	L-arginine biosynthesis III (via N-acetyl-L-citrulline)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	17.942452715199998	1637.7287717251	-3.4227936302300073	0.08461710924172944	0.5025550622312621	down
PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	47.314561997700004	1866.6410249012101	-2.3597514564307187	0.10090812576823752	0.5025550622312621	down
PWY-5189	tetrapyrrole biosynthesis II (from glycine)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	29.527997747199997	1077.51149788441	-2.7877666758090642	0.373900966300059	0.5025550622312621	down
PWY-5207	coenzyme B/coenzyme M regeneration I (methanophenazine-dependent)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	145.7283671758	1873.3217530112402	-0.04548003831573773	0.9618303695545036	0.9618303695545036	ns
PWY-5345	superpathway of L-methionine biosynthesis (by sulfhydrylation)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	78.20656544100001	1219.2774696296099	-2.4928068556813425	0.17795284161586733	0.5025550622312621	down
PWY-5384	sucrose degradation IV (sucrose phosphorylase)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	26.7579477542	1163.44577980005	-2.6671176863945734	0.373900966300059	0.5025550622312621	down
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	114.9130683083	1678.69012398335	-5.178373282028669	0.20334140020762725	0.5025550622312621	down
PWY-5484	glycolysis II (from fructose 6-phosphate)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	118.1776961305	1317.6648426759898	-3.0234866016901507	0.2854515001667858	0.5025550622312621	down
PWY-5505	L-glutamate and L-glutamine biosynthesis	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	129.212589879	1110.2929854591498	-0.20218524467585228	0.8350580938435443	0.8662428359372867	ns
PWY-561	superpathway of glyoxylate cycle and fatty acid degradation	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	21.9892590095	783.1522632044699	-2.4323853681350873	0.373900966300059	0.5025550622312621	down
PWY-5659	GDP-mannose biosynthesis	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	91.55215014	457.05121661878	-3.7245698772456537	0.15754404434642708	0.5025550622312621	down
PWY-5667	CDP-diacylglycerol biosynthesis I	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	106.87937610860001	487.3930132265	-4.658281265589909	0.3093098016321017	0.5025550622312621	down
PWY-5675	nitrate reduction V (assimilatory)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	51.7941812608	396.11569917834	-2.7192703602186303	0.19032423723073727	0.5025550622312621	down
PWY-5686	UMP biosynthesis I	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	133.662457205	2211.59491341073	-1.5161978720363338	0.2945408532310081	0.5025550622312621	down
PWY-5690	TCA cycle II (plants and fungi)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	170.28049200569998	1812.7703215167999	-0.987424163974055	0.4161984090624624	0.5447623155267832	down
PWY-5695	inosine 5'-phosphate degradation	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	147.0745380372	3055.01114294429	-2.1402260305773084	0.19663787247781	0.5025550622312621	down
PWY-5723	Rubisco shunt	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	115.7672509558	532.5438854203501	-1.9320294833035623	0.028511208434338933	0.5025550622312621	down
PWY-5864	superpathway of plastoquinol biosynthesis	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	24.8732082704	77.5910331003	-2.578852185999633	0.373900966300059	0.5025550622312621	down
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	15.556682716700001	1380.2332437865302	-2.039607472007672	0.373900966300059	0.5025550622312621	down
PWY-5913	partial TCA cycle (obligate autotrophs)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	207.69607910669998	1867.37585282619	-2.0003857317506735	0.21246491658204417	0.5025550622312621	down
PWY-5918	superpathway of heme b biosynthesis from glutamate	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	60.5975273131	1206.85288866064	-2.5338867944242045	0.3070649614614526	0.5025550622312621	down
PWY-5920	superpathway of heme b biosynthesis from glycine	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	46.062508934700006	877.0319612549199	-3.3522644256949676	0.373900966300059	0.5025550622312621	down
PWY-5941	glycogen degradation II	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	65.9308361948	379.85121794349004	-2.3369164097521424	0.320863242566214	0.5025550622312621	down
PWY-5973	cis-vaccenate biosynthesis	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	22.464636286999998	318.70531407679	-2.4575751864343833	0.373900966300059	0.5025550622312621	down
PWY-5981	CDP-diacylglycerol biosynthesis III	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	100.68968535360001	504.11011327385006	-4.9986216456859935	0.17044539550651058	0.5025550622312621	down
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	100.13709310760001	2364.64410946454	-0.8778336174484137	0.32483396297011785	0.5025550622312621	down
PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	103.751097637	2498.68549437053	-1.0723950454739013	0.2022192352229139	0.5025550622312621	down
PWY-6123	inosine-5'-phosphate biosynthesis I	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	88.2991222966	1614.2668889970603	-4.221863509112419	0.373900966300059	0.5025550622312621	down
PWY-6124	inosine-5'-phosphate biosynthesis II	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	135.3011309481	1605.81712317658	-4.810454733258141	0.373900966300059	0.5025550622312621	down
PWY-6125	superpathway of guanosine nucleotides de novo biosynthesis II	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	132.8940184485	1020.9642172565698	-0.7376432860108826	0.6129435197445791	0.7127250229588129	down
PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	152.6848335368	1800.3739728798403	-5.597959525359942	0.15754980221249934	0.5025550622312621	down
PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	60.4077447333	1160.84125660685	-2.9384257182970983	0.1514731066914346	0.5025550622312621	down
PWY-6151	S-adenosyl-L-methionine salvage I	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	90.13818914459999	1487.09970216053	-1.233413893809167	0.31624505016691423	0.5025550622312621	down
PWY-6160	3-dehydroquinate biosynthesis II (archaea)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	40.135947483	499.39176105463	-3.174276892419064	0.373900966300059	0.5025550622312621	down
PWY-6163	chorismate biosynthesis from 3-dehydroquinate	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	173.91360250830002	2408.0940238747103	-1.2102809855941405	0.11198368294334743	0.5025550622312621	down
PWY-6165	chorismate biosynthesis II (archaea)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	71.580013608	982.65950792603	-3.9369679165499485	0.373900966300059	0.5025550622312621	down
PWY-6168	flavin biosynthesis III (fungi)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	45.267014941099994	779.2373818147901	-0.9481946582119829	0.6458680529989493	0.7341376939474497	down
PWY-6174	mevalonate pathway II (haloarchaea)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	17.0329586083	1367.3311432626401	-0.2168791128180117	0.8925195695288348	0.9144174614462812	ns
PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	103.751097637	2498.68549437053	-1.0723950454739013	0.2022192352229139	0.5025550622312621	down
PWY-6282	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	67.4602120517	349.95118755063	-4.024380474922274	0.3103836133797264	0.5025550622312621	down
PWY-6292	superpathway of L-cysteine biosynthesis (mammalian)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	71.3461970776	679.7146048057	-1.6840910424145834	0.1951976220655339	0.5025550622312621	down
PWY-6293	superpathway of L-cysteine biosynthesis (fungi)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	0.0	220.31451186965	1.6425950709312327	0.373900966300059	0.5025550622312621	up
PWY-6305	superpathway of putrescine biosynthesis	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	49.2623253259	1089.62740559653	-1.4880968631073916	0.18136486076511377	0.5025550622312621	down
PWY-6313	serotonin degradation	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	36.1063422571	563.02826244495	-3.0393610030787848	0.373900966300059	0.5025550622312621	down
PWY-6317	D-galactose degradation I (Leloir pathway)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	36.2194930928	506.44114525136	-3.0433267630770633	0.373900966300059	0.5025550622312621	down
PWY-6328	L-lysine degradation X	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	12.584228816700001	17.10967302529	-1.8142820647488798	0.373900966300059	0.5025550622312621	down
PWY-6353	purine nucleotides degradation II (aerobic)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	54.8595514005	354.64486118989004	-3.581581467030149	0.373900966300059	0.5025550622312621	down
PWY-6383	mono-trans, poly-cis decaprenyl phosphate biosynthesis	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	23.3442466692	30.253566264390003	-2.8932926414734115	0.23129582962937084	0.5025550622312621	down
PWY-6385	peptidoglycan biosynthesis III (mycobacteria)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	56.165313259499996	589.18918737668	-3.942397348961464	0.2570211469695668	0.5025550622312621	down
PWY-6386	UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	50.5176910811	496.41227500638007	-3.472947569084878	0.373900966300059	0.5025550622312621	down
PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	52.735272136999995	539.77615776483	-3.844558141349719	0.26079244666811774	0.5025550622312621	down
PWY-6435	4-hydroxybenzoate biosynthesis III (plants)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	0.0	115.22742636019	2.312804192951851	0.17816654710430574	0.5025550622312621	up
PWY-6519	8-amino-7-oxononanoate biosynthesis I	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	75.58169866899999	422.05664532745004	-4.18098772417289	0.309621145217348	0.5025550622312621	down
PWY-6545	pyrimidine deoxyribonucleotides de novo biosynthesis III	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	126.7963171936	822.54335643513	0.41871397891256784	0.27767050324003295	0.5025550622312621	ns
PWY-6549	L-glutamine biosynthesis III	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	211.93018369860002	1495.04475843802	-0.43056607904399113	0.6535785085843795	0.7341376939474497	ns
PWY-6596	adenosine nucleotides degradation I	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	0.0	197.66998013277998	-1.3646055347022734	0.373900966300059	0.5025550622312621	down
PWY-6606	guanosine nucleotides degradation II	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	0.0	377.92123195036	-1.2899139130967976	0.3739009663000589	0.5025550622312621	down
PWY-6607	guanosine nucleotides degradation I	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	0.0	189.3892841524	-1.2899139130967976	0.3739009663000589	0.5025550622312621	down
PWY-6609	adenine and adenosine salvage III	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	98.9271259657	1901.9718479940598	-2.2926064811486646	0.19764740129039424	0.5025550622312621	down
PWY-6628	superpathway of L-phenylalanine biosynthesis	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	125.80307367420001	1496.4792458308	-1.7080832233279124	0.17201594864513695	0.5025550622312621	down
PWY-6629	superpathway of L-tryptophan biosynthesis	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	148.99567390290002	1593.5975458445498	-3.585318215544165	0.13748110473623137	0.5025550622312621	down
PWY-6630	superpathway of L-tyrosine biosynthesis	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	118.38698553969999	1399.22857335359	-1.5992449907589208	0.3230477302892509	0.5025550622312621	down
PWY-6692	Fe(II) oxidation	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	0.0	11.43231788466	-1.7605551084981823	0.31839058224474004	0.5025550622312621	down
PWY-6700	queuosine biosynthesis I (de novo)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	13.5455855543	136.73547890116998	-2.7025562730428163	0.17788596882182536	0.5025550622312621	down
PWY-6703	preQ0 biosynthesis	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	90.2840551177	986.54837527857	-1.488070582557165	0.26801437639865766	0.5025550622312621	down
PWY-6731	starch degradation III	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	30.3736550983	239.37913195097	-3.293554284737904	0.21646977721478014	0.5025550622312621	down
PWY-6749	CMP-legionaminate biosynthesis I	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	34.7802953295	37.85705246194	-2.992053986800704	0.373900966300059	0.5025550622312621	down
PWY-6823	molybdopterin biosynthesis	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	195.88897662349999	1237.3804787774702	-0.3778515050108658	0.3774652460871151	0.5046326819346459	ns
PWY-6859	all-trans-farnesol biosynthesis	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	82.2876266388	1928.40390961968	0.1106778575943832	0.922781804305623	0.9302235930500231	ns
PWY-6897	thiamine diphosphate salvage II	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	55.029127282299996	1853.30745360614	-2.1832888063762663	0.3330487309469954	0.5025550622312621	down
PWY-6901	superpathway of glucose and xylose degradation	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	55.9451747857	609.6945345806	-3.6075120028256564	0.373900966300059	0.5025550622312621	down
PWY-6920	6-gingerol analog biosynthesis (engineered)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	0.0	89.95675436716999	2.051806947366056	0.17793453694358505	0.5025550622312621	up
PWY-6922	L-N&delta;-acetylornithine biosynthesis	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	0.0	565.84135588387	-2.274341560336191	0.373900966300059	0.5025550622312621	down
PWY-6936	seleno-amino acid biosynthesis (plants)	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	74.87917661649999	1255.08390137314	-0.7740047977014861	0.45839958191009467	0.5739298551040248	down
PWY-6948	sitosterol degradation to androstenedione	AD_S1_2016_T2_R2_RNA_paired_combined_Abundance	dry	0.0	5.0491261733399995	-0.20827238687676158	0.8895544037501629	0.9144174614462812	ns
